X,Y,Z,Data_Value
3,6,0,2.1991003278606627
3,7,0,42.882448296893386
3,8,0,42.882448296893386
4,8,0,42.882448296893386
4,7,0,42.882448296893386
3,7,0,42.882448296893386
3,8,0,-14.994423201601421
3,9,0,-14.994423201601421
4,9,0,-14.994423201601421
4,8,0,-14.994423201601421
3,8,0,-14.994423201601421
3,9,0,18.713075396461193
3,10,0,18.713075396461193
4,10,0,18.713075396461193
4,9,0,18.713075396461193
3,9,0,18.713075396461193
4,0,0,-70.92971733105676
4,1,0,-70.92971733105676
5,1,0,-70.92971733105676
5,0,0,-70.92971733105676
4,0,0,-70.92971733105676
4,1,0,-153.32016735270577
4,2,0,-153.32016735270577
5,2,0,-153.32016735270577
5,1,0,-153.32016735270577
4,1,0,-153.32016735270577
4,2,0,2.270293145141409
4,3,0,2.270293145141409
5,3,0,2.270293145141409
5,2,0,2.270293145141409
4,2,0,2.270293145141409
4,3,0,-174.74537346894252
4,4,0,-174.74537346894252
5,4,0,-174.74537346894252
5,3,0,-174.74537346894252
4,3,0,-174.74537346894252
4,4,0,-61.74331007221866
4,5,0,-61.74331007221866
5,5,0,-61.74331007221866
5,4,0,-61.74331007221866
4,4,0,-61.74331007221866
4,5,0,-70.44667691803981
4,6,0,-70.44667691803981
5,6,0,-70.44667691803981
5,5,0,-70.44667691803981
4,5,0,-70.44667691803981
4,6,0,-22.683446213033704
4,7,0,-22.683446213033704
5,7,0,-22.683446213033704
5,6,0,-22.683446213033704
4,6,0,-22.683446213033704
4,7,0,0.4016029362194615
4,8,0,0.4016029362194615
5,8,0,0.4016029362194615
5,7,0,0.4016029362194615
4,7,0,0.4016029362194615
4,8,0,-25.621145000552588
4,9,0,-25.621145000552588
5,9,0,-25.621145000552588
5,8,0,-25.621145000552588
4,8,0,-25.621145000552588
4,9,0,-168.0664498086556
4,10,0,-168.0664498086556
5,10,0,-168.0664498086556
5,9,0,-168.0664498086556
4,9,0,-168.0664498086556
5,0,0,-138.7902785211765
5,1,0,-138.7902785211765
6,1,0,-138.7902785211765
6,0,0,-138.7902785211765
5,0,0,-138.7902785211765
5,1,0,-85.91268477152008
5,2,0,-85.91268477152008
6,2,0,-85.91268477152008
6,1,0,-85.91268477152008
5,1,0,-85.91268477152008
5,2,0,24.27170851944203
5,3,0,24.27170851944203
6,3,0,24.27170851944203
6,2,0,24.27170851944203
5,2,0,24.27170851944203
5,3,0,-42.85284409107527
5,4,0,-42.85284409107527
6,4,0,-42.85284409107527
6,3,0,-42.85284409107527
5,3,0,-42.85284409107527
5,4,0,-132.44631804662507
5,5,0,-132.44631804662507
6,5,0,-132.44631804662507
6,4,0,-132.44631804662507
5,4,0,-132.44631804662507
5,5,0,-117.29241735829572
5,6,0,-117.29241735829572
6,6,0,-117.29241735829572
6,5,0,-117.29241735829572
5,5,0,-117.29241735829572
5,6,0,-135.24263292905943
5,7,0,-135.24263292905943
6,7,0,-135.24263292905943
6,6,0,-135.24263292905943
5,6,0,-135.24263292905943
5,7,0,-164.03667801809976
5,8,0,-164.03667801809976
6,8,0,-164.03667801809976
6,7,0,-164.03667801809976
5,7,0,-164.03667801809976
5,8,0,-78.28246311477996
5,9,0,-78.28246311477996
6,9,0,-78.28246311477996
6,8,0,-78.28246311477996
5,8,0,-78.28246311477996
5,9,0,-157.32517827383208
5,10,0,-157.32517827383208
6,10,0,-157.32517827383208
6,9,0,-157.32517827383208
5,9,0,-157.32517827383208
6,0,0,55.88793754885742
6,1,0,55.88793754885742
7,1,0,55.88793754885742
7,0,0,55.88793754885742
6,0,0,55.88793754885742
6,1,0,-9.220007913166455
6,2,0,-9.220007913166455
7,2,0,-9.220007913166455
7,1,0,-9.220007913166455
6,1,0,-9.220007913166455
6,2,0,-22.146292168676183
6,3,0,-22.146292168676183
7,3,0,-22.146292168676183
7,2,0,-22.146292168676183
6,2,0,-22.146292168676183
6,3,0,-101.43098396031706
6,4,0,-101.43098396031706
7,4,0,-101.43098396031706
7,3,0,-101.43098396031706
6,3,0,-101.43098396031706
6,4,0,-71.17077322777008
6,5,0,-71.17077322777008
7,5,0,-71.17077322777008
7,4,0,-71.17077322777008
6,4,0,-71.17077322777008
6,5,0,-4.704920626241488
6,6,0,-4.704920626241488
7,6,0,-4.704920626241488
7,5,0,-4.704920626241488
6,5,0,-4.704920626241488
6,6,0,28.852381330454705
6,7,0,28.852381330454705
7,7,0,28.852381330454705
7,6,0,28.852381330454705
6,6,0,28.852381330454705
6,7,0,-118.41543004457516
6,8,0,-118.41543004457516
7,8,0,-118.41543004457516
7,7,0,-118.41543004457516
6,7,0,-118.41543004457516
6,8,0,-81.75010885125323
6,9,0,-81.75010885125323
7,9,0,-81.75010885125323
7,8,0,-81.75010885125323
6,8,0,-81.75010885125323
6,9,0,48.97485408502985
6,10,0,48.97485408502985
7,10,0,48.97485408502985
7,9,0,48.97485408502985
6,9,0,48.97485408502985
7,0,0,-57.39192897520715
7,1,0,-57.39192897520715
8,1,0,-57.39192897520715
8,0,0,-57.39192897520715
7,0,0,-57.39192897520715
7,1,0,17.523181258069854
7,2,0,17.523181258069854
8,2,0,17.523181258069854
8,1,0,17.523181258069854
7,1,0,17.523181258069854
7,2,0,-40.61970728188726
7,3,0,-40.61970728188726
8,3,0,-40.61970728188726
8,2,0,-40.61970728188726
7,2,0,-40.61970728188726
7,3,0,-16.65712448664462
7,4,0,-16.65712448664462
8,4,0,-16.65712448664462
8,3,0,-16.65712448664462
7,3,0,-16.65712448664462
7,4,0,-20.14405515994582
7,5,0,-20.14405515994582
8,5,0,-20.14405515994582
8,4,0,-20.14405515994582
7,4,0,-20.14405515994582
7,5,0,-33.800119336686066
7,6,0,-33.800119336686066
8,6,0,-33.800119336686066
8,5,0,-33.800119336686066
7,5,0,-33.800119336686066
7,6,0,-145.7565492894669
7,7,0,-145.7565492894669
8,7,0,-145.7565492894669
8,6,0,-145.7565492894669
7,6,0,-145.7565492894669
7,7,0,-35.89317554057476
7,8,0,-35.89317554057476
8,8,0,-35.89317554057476
8,7,0,-35.89317554057476
7,7,0,-35.89317554057476
7,8,0,-133.47073569948543
7,9,0,-133.47073569948543
8,9,0,-133.47073569948543
8,8,0,-133.47073569948543
7,8,0,-133.47073569948543
7,9,0,-57.3473826185097
7,10,0,-57.3473826185097
8,10,0,-57.3473826185097
8,9,0,-57.3473826185097
7,9,0,-57.3473826185097
8,0,0,-171.0132795119423
8,1,0,-171.0132795119423
9,1,0,-171.0132795119423
9,0,0,-171.0132795119423
8,0,0,-171.0132795119423
8,1,0,-128.80176035654432
8,2,0,-128.80176035654432
9,2,0,-128.80176035654432
9,1,0,-128.80176035654432
8,1,0,-128.80176035654432
8,2,0,-14.158489869354241
8,3,0,-14.158489869354241
9,3,0,-14.158489869354241
9,2,0,-14.158489869354241
8,2,0,-14.158489869354241
8,3,0,-12.442960220389068
8,4,0,-12.442960220389068
9,4,0,-12.442960220389068
9,3,0,-12.442960220389068
8,3,0,-12.442960220389068
8,4,0,37.231470530148215
8,5,0,37.231470530148215
9,5,0,37.231470530148215
9,4,0,37.231470530148215
8,4,0,37.231470530148215
8,5,0,-33.46615697020795
8,6,0,-33.46615697020795
9,6,0,-33.46615697020795
9,5,0,-33.46615697020795
8,5,0,-33.46615697020795
8,6,0,-167.62494612373354
8,7,0,-167.62494612373354
9,7,0,-167.62494612373354
9,6,0,-167.62494612373354
8,6,0,-167.62494612373354
8,7,0,25.166115125077027
8,8,0,25.166115125077027
9,8,0,25.166115125077027
9,7,0,25.166115125077027
8,7,0,25.166115125077027
8,8,0,54.302651245182716
8,9,0,54.302651245182716
9,9,0,54.302651245182716
9,8,0,54.302651245182716
8,8,0,54.302651245182716
8,9,0,-24.31022071544416
8,10,0,-24.31022071544416
9,10,0,-24.31022071544416
9,9,0,-24.31022071544416
8,9,0,-24.31022071544416
9,0,0,-170.43842172060147
9,1,0,-170.43842172060147
10,1,0,-170.43842172060147
10,0,0,-170.43842172060147
9,0,0,-170.43842172060147
9,1,0,-76.38730682353798
9,2,0,-76.38730682353798
10,2,0,-76.38730682353798
10,1,0,-76.38730682353798
9,1,0,-76.38730682353798
9,2,0,9.342674359929163
9,3,0,9.342674359929163
10,3,0,9.342674359929163
10,2,0,9.342674359929163
9,2,0,9.342674359929163
9,3,0,13.740803739399723
9,4,0,13.740803739399723
10,4,0,13.740803739399723
10,3,0,13.740803739399723
9,3,0,13.740803739399723
9,4,0,35.086457735331436
9,5,0,35.086457735331436
10,5,0,35.086457735331436
10,4,0,35.086457735331436
9,4,0,35.086457735331436
9,5,0,-60.831856316657436
9,6,0,-60.831856316657436
10,6,0,-60.831856316657436
10,5,0,-60.831856316657436
9,5,0,-60.831856316657436
9,6,0,-153.10161544787877
9,7,0,-153.10161544787877
10,7,0,-153.10161544787877
10,6,0,-153.10161544787877
9,6,0,-153.10161544787877
9,7,0,-34.24506035954866
9,8,0,-34.24506035954866
10,8,0,-34.24506035954866
10,7,0,-34.24506035954866
9,7,0,-34.24506035954866
9,8,0,40.1153325087237
9,9,0,40.1153325087237
10,9,0,40.1153325087237
10,8,0,40.1153325087237
9,8,0,40.1153325087237
9,9,0,-11.07392770899989
9,10,0,-11.07392770899989
10,10,0,-11.07392770899989
10,9,0,-11.07392770899989
9,9,0,-11.07392770899989
